language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
LATIN	lat	guts	1991	guts	intesˈtiːna	guts:K	i n t e s ˈt iː n a	
LATIN	lat	I	1209	I	ˈego	I:A	ˈe g o	
LATIN	lat	vomit	1278	vomit	ˈwomere	vomit:E	ˈw o m e r e	
LATIN	lat	left	244	left	siˈnister	left:H	s i ˈn i s t e r	
LATIN	lat	mountain	639	mountain	moːns	mountain:F	m oː n s	
LATIN	lat	breathe	1407	breathe	spiːˈraːre	breathe:L	s p iː ˈr aː r e	
LATIN	lat	other	197	other	ˈalius	other:D	ˈa l i u s	
LATIN	lat	where	1237	where	ˈubi	where:B	ˈu b i	
LATIN	lat	mother	1216	mother	ˈmaːter	mother:A	ˈm aː t e r	
LATIN	lat	knee	1371	knee	ˈɡenu	knee:N	ˈɡ e n u	
LATIN	lat	blood	946	blood	ˈsaŋgwiːs	blood:G	ˈs a ŋ g w iː s	
LATIN	lat	and	1577	and	et	and:F	e t	
LATIN	lat	skin	763	skin	ˈpelːis	skin:B	ˈp e lː i s	
LATIN	lat	heavy	1210	heavy	ˈɡrawis	heavy:M	ˈɡ r a w i s	
LATIN	lat	bite	1403	bite	morˈdeːre	bite:G	m o r ˈd eː r e	
LATIN	lat	spit	1440	spit	ˈspuere	spit:Ac	ˈs p u e r e	
LATIN	lat	hear	1408	hear	au̯ˈdiːre	hear:G	a u̯ ˈd iː r e	
LATIN	lat	one	1493	one	ˈuːnus	one:A	ˈuː n u s	
LATIN	lat	sleep	1585	sleep	dorˈmiːre	sleep:E	d o r ˈm iː r e	
LATIN	lat	good	1035	good	ˈbonus	good:F	ˈb o n u s	
LATIN	lat	rightside	1019	rightside	ˈdekster	rightside:G	ˈd e k s t e r	
LATIN	lat	flower	239	flower	floːs	flower:B	f l oː s	
LATIN	lat	rub	1449	rub	friˈkaːre	rub:F	f r i ˈk aː r e	
LATIN	lat	bark	1204	bark	ˈkorteks	bark:B	ˈk o r t e k s	
LATIN	lat	year	1226	year	ˈanːus	year:F	ˈa nː u s	
LATIN	lat	new	1231	new	ˈnowus	new:A	ˈn o w u s	
LATIN	lat	all	98	all	ˈtoːtus	all:C	ˈt oː t u s	
LATIN	lat	laugh	1355	laugh	riːˈdeːre	laugh:F	r iː ˈd eː r e	
LATIN	lat	blow	175	blow	ˈflaːre	blow:A	ˈf l aː r e	
LATIN	lat	bird	937	bird	ˈawis	bird:F	ˈa w i s	
LATIN	lat	wind	960	wind	ˈwentus	wind:B	ˈw e n t u s	
LATIN	lat	squeeze	1414	squeeze	ˈpremere	squeeze:A	ˈp r e m e r e	
LATIN	lat	full	1429	full	pleːnus	full:A	p l eː n u s	
LATIN	lat	burn	2102	burn	arˈdeːre	burn:I	a r ˈd eː r e	
LATIN	lat	lake	624	lake	ˈlakus	lake:E	ˈl a k u s	
LATIN	lat	smell	1586	smell	olˈfacere	smell:W	o l ˈf a c e r e	
LATIN	lat	meat	634	meat	ˈkaroː	meat:D	ˈk a r oː	
LATIN	lat	fingernail	1258	fingernail	ˈungwis	fingernail:A	ˈu n g w i s	
LATIN	lat	ashes	646	ashes	ˈkinis	ashes:E	ˈk i n i s	
LATIN	lat	far	1406	far	ˈlongeː	far:M	ˈl o n g eː	
LATIN	lat	fall	1280	fall	ˈkadere	fall:G	ˈk a d e r e	
LATIN	lat	dull	379	dull	obtuːsus	dull:S	o b t uː s u s	
LATIN	lat	heart	1223	heart	kor	heart:J	k o r	
LATIN	lat	belly	1251	belly	ˈwenter	belly:E	ˈw e n t e r	
LATIN	lat	sew	1457	sew	ˈsuere	sew:F	ˈs u e r e	
LATIN	lat	wash	1453	wash	laˈwaːre	wash:G	l a ˈw aː r e	
LATIN	lat	sky	1732	sky	ˈkae̯lum	sky:E	ˈk a e̯ l u m	
LATIN	lat	foot	1301	foot	peːs	foot:B	p eː s	
LATIN	lat	louse	1392	louse	peːˈdikulus	louse:F	p eː ˈd i k u l u s	
LATIN	lat	father	1217	father	ˈpater	father:A	ˈp a t e r	
