language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
ICELANDIC	isl	stab	1434	stab	ˈstiŋɡ̊a	stab:B	ˈs t i ŋ ɡ̊ a	
ICELANDIC	isl	horn	1393	horn	hɔrd̥n	horn:A	h ɔ r d̥ n	
ICELANDIC	isl	earth	1228	earth	mɔld	earth:H	m ɔ l d	
ICELANDIC	isl	snake	730	snake	ˈstlauŋɡ̊a	snake:B	ˈs t l a u ŋ ɡ̊ a	
ICELANDIC	isl	walk	1443	walk	ˈɡ̊auŋɡ̊a	walk:G	ˈɡ̊ a u ŋ ɡ̊ a	
ICELANDIC	isl	dog	2009	dog	ˈraʰkːɪ	dog:Q	ˈr aʰ kː ɪ	
ICELANDIC	isl	stand	1442	stand	ˈstand̥a	stand:B	ˈs t a n d̥ a	
ICELANDIC	isl	count	1420	count	ˈtʰɛlja	count:A	ˈtʰ ɛ l j a	
ICELANDIC	isl	scratch	1436	scratch	ˈkʰlouːra	scratch:I	ˈkʰ l o uː r a	
ICELANDIC	isl	thick	1244	thick	ˈd̥ɪːɣʏr	thick:T	ˈd̥ ɪː ɣ ʏ r	
ICELANDIC	isl	in	1460	in	iː	in:E	iː	
ICELANDIC	isl	big	1202	big	stouːr	big:O	s t o uː r	
ICELANDIC	isl	wing	1257	wing	ˈvaiŋɡ̊ʏr	wing:J	ˈv a i ŋ ɡ̊ ʏ r	
ICELANDIC	isl	if	1459	if	ɛf	if:R	ɛ f	
ICELANDIC	isl	not	1240	not	ˈɛʰcːɪ	not:C	ˈɛʰ cː ɪ	
ICELANDIC	isl	fly	1441	fly	ˈfljuːa	fly:A	ˈf l j uː a	
ICELANDIC	isl	say	1458	say	ˈseiːja	say:B	ˈs e iː j a	
ICELANDIC	isl	warm	1232	warm	l̥iːr	warm:E	l̥ iː r	
ICELANDIC	isl	cloud	1489	cloud	sciː	cloud:J	s c iː	
ICELANDIC	isl	rotten	1728	rotten	ˈfuːɪnː	rotten:O	ˈf uː ɪ nː	
ICELANDIC	isl	smooth	1234	smooth	ˈstljɛʰtːʏr	smooth:J	ˈs t l j ɛʰ tː ʏ r	
ICELANDIC	isl	hand	1277	hand	hœnd̥	hand:B	h œ n d̥	
ICELANDIC	isl	ice	617	ice	i:s	ice:B	i: s	
ICELANDIC	isl	tongue	1205	tongue	ˈtʰuŋɡ̊a	tongue:W	ˈtʰ u ŋ ɡ̊ a	
ICELANDIC	isl	wet	1726	wet	ˈvɔːtʰʏr	wet:I	ˈv ɔː tʰ ʏ r	
ICELANDIC	isl	think	2271	think	ˈhʏɡ̊sa	think:G	ˈh ʏ ɡ̊ s a	
ICELANDIC	isl	head	1256	head	ˈhœːfʏð	head:B	ˈh œː f ʏ ð	
ICELANDIC	isl	seed	714	seed	sauːð	seed:B	s a uː ð	
ICELANDIC	isl	float	1574	float	ˈfljouːtʰa	float:D	ˈf l j o uː tʰ a	
ICELANDIC	isl	suck	1421	suck	ˈsjuːɣa	suck:B	ˈs j uː ɣ a	
ICELANDIC	isl	fish	227	fish	ˈfɪskʏr	fish:B	ˈf ɪ s k ʏ r	
ICELANDIC	isl	live	1422	live	ˈb̥uːa	live:I	ˈb̥ uː a	
ICELANDIC	isl	push	1452	push	ˈr̥ɪnd̥a	push:W	ˈr̥ ɪ n d̥ a	
ICELANDIC	isl	egg	744	egg	ɛɡ̊ː	egg:A	ɛ ɡ̊ː	
ICELANDIC	isl	green	1425	green	ˈɡ̊raid̥n	green:B	ˈɡ̊ r a i d̥ n	
ICELANDIC	isl	wife	1199	wife	ˈeiːjɪn.kʰɔːna	wife:Z	ˈe iː j ɪ n kʰ ɔː n a	
ICELANDIC	isl	thou	1215	thou	θu:	thou:A	θ u:	
ICELANDIC	isl	many	1198	many	ˈmarɡ̊ɪr	many:H	ˈm a r ɡ̊ ɪ r	
ICELANDIC	isl	tie	1094	tie	ˈb̥ɪnd̥a	tie:B	ˈb̥ ɪ n d̥ a	
ICELANDIC	isl	tooth	1380	tooth	tʰœnː	tooth:B	tʰ œ nː	
ICELANDIC	isl	dust	2	dust	d̥ʏst	dust:Q	d̥ ʏ s t	
ICELANDIC	isl	sun	1343	sun	souːl	sun:W	s o uː l	
ICELANDIC	isl	wide	1243	wide	ˈb̥reiːðʏr	wide:I	ˈb̥ r e iː ð ʏ r	
ICELANDIC	isl	husband	1200	husband	ˈeiːjɪn.maːðʏr	husband:B	ˈe iː j ɪ n m aː ð ʏ r	
ICELANDIC	isl	feather	1201	feather	fjœːðʏr	feather:A	f j œː ð ʏ r	
ICELANDIC	isl	who	1235	who	xʷɛːr	who:B	xʷ ɛː r	
ICELANDIC	isl	cut	1432	cut	ˈscɛːra	cut:E	ˈs c ɛː r a	
ICELANDIC	isl	straight	1404	straight	ˈrjɛʰtːʏr	straight:M	ˈr j ɛʰ tː ʏ r	
ICELANDIC	isl	three	492	three	θriːr	three:A	θ r iː r	
ICELANDIC	isl	fat	1282	fat	ˈfeiːtʰɪ	fat:B	ˈf e iː tʰ ɪ	
ICELANDIC	isl	freeze	1431	freeze	ˈfrjouːsa	freeze:B	ˈf r j o uː s a	
ICELANDIC	isl	smoke	778	smoke	ˈreiːkʰʏr	smoke:B	ˈr e iː kʰ ʏ r	
ICELANDIC	isl	when	1238	when	ˈxʷɛːnaiːr	when:A	ˈxʷ ɛː n a iː r	
ICELANDIC	isl	drink	1401	drink	ˈd̥rɛʰkːa	drink:B	ˈd̥ r ɛʰ kː a	
ICELANDIC	isl	he	1211	he	hanː	he:A	h a nː	
ICELANDIC	isl	five	493	five	fɪmː	five:O	f ɪ mː	
ICELANDIC	isl	how	1239	how	ɣvɛː	how:B	ɣ v ɛː	
ICELANDIC	isl	old	1229	old	ˈɡ̊aːmad̥l	old:J	ˈɡ̊ aː m a d̥ l	
ICELANDIC	isl	short	1645	short	ˈstʏʰtːʏr	short:G	ˈs t ʏʰ tː ʏ r	
ICELANDIC	isl	night	1233	night	nouʰtː	night:B	n o uʰ tː	
ICELANDIC	isl	that	78	that	ˈθɛsːɪ	that:B	ˈθ ɛ sː ɪ	
ICELANDIC	isl	here	136	here	hjɛːr	here:B	h j ɛː r	
ICELANDIC	isl	star	1430	star	ˈstjard̥na	star:V	ˈs t j a r d̥ n a	
ICELANDIC	isl	fog	249	fog	ˈθɔːka	fog:D	ˈθ ɔː k a	
ICELANDIC	isl	hit	1433	hit	stlauː	hit:V	s t l a uː	
ICELANDIC	isl	because	1157	because	af_ˈθviː_að	because:L	a f _ ˈθ v iː _ a ð	
ICELANDIC	isl	dig	1418	dig	ˈɡ̊raːva	dig:N	ˈɡ̊ r aː v a	
ICELANDIC	isl	there	1937	there	θaːr	there:B	θ aː r	
ICELANDIC	isl	woods	420	woods	ˈskouːʏr	woods:I	ˈs k o uː ʏ r	
ICELANDIC	isl	breast	1402	breast	ˈb̥rjoust	breast:C	ˈb̥ r j o u s t	
ICELANDIC	isl	round	1395	round	ˈkʰrɪŋlouʰtːʏr	round:B	ˈkʰ r ɪ ŋ l o uʰ tː ʏ r	
ICELANDIC	isl	lie	1411	lie	ˈlɪcːa	lie:A	ˈl ɪ cː a	
ICELANDIC	isl	road	667	road	ˈɡ̊aːtʰa	road:V	ˈɡ̊ aː tʰ a	
ICELANDIC	isl	salt	1274	salt	sal̥t	salt:B	s a l̥ t	
ICELANDIC	isl	sea	1474	sea	sjouːr	sea:J	s j o uː r	
ICELANDIC	isl	long	1203	long	ˈlaŋɡ̊ʏr	long:B	ˈl a ŋ ɡ̊ ʏ r	
ICELANDIC	isl	they	817	they	θeiːr	they:J	θ e iː r	
ICELANDIC	isl	child	2099	child	ˈb̥ard̥n	child:K	ˈb̥ a r d̥ n	
ICELANDIC	isl	swim	1439	swim	ˈsɪnd̥a	swim:B	ˈs ɪ n d̥ a	
ICELANDIC	isl	ear	1247	ear	ˈeiːra	ear:B	ˈe iː r a	
ICELANDIC	isl	fire	221	fire	ˈɛld̥ʏr	fire:H	ˈɛ l d̥ ʏ r	
ICELANDIC	isl	see	1409	see	ˈsjauː	see:B	ˈs j a uː	
ICELANDIC	isl	hold	1448	hold	ˈhald̥a	hold:A	ˈh a l d̥ a	
ICELANDIC	isl	nose	1221	nose	nɛːv	nose:K	n ɛː v	
ICELANDIC	isl	guts	1991	guts	ˈɪːðʏr	guts:K	ˈɪː ð ʏ r	
ICELANDIC	isl	I	1209	I	jɛɣ	I:A	j ɛ ɣ	
ICELANDIC	isl	vomit	1278	vomit	ˈspiːja	vomit:R	ˈs p iː j a	
ICELANDIC	isl	left	244	left	ˈvɪnstrɪ	left:K	ˈv ɪ n s t r ɪ	
ICELANDIC	isl	mountain	639	mountain	fjad̥l	mountain:P	f j a d̥ l	
ICELANDIC	isl	breathe	1407	breathe	ˈand̥a	breathe:O	ˈa n d̥ a	
ICELANDIC	isl	other	197	other	ˈanːar	other:S	ˈa nː a r	
ICELANDIC	isl	wipe	1454	wipe	ˈθʏrːkʰa	wipe:H	ˈθ ʏ rː kʰ a	
ICELANDIC	isl	where	1237	where	kʰvaːr	where:B	kʰ v aː r	
ICELANDIC	isl	mother	1216	mother	ˈmouːðɪr	mother:A	ˈm o uː ð ɪ r	
ICELANDIC	isl	knee	1371	knee	kʰnjɛː	knee:N	kʰ n j ɛː	
ICELANDIC	isl	blood	946	blood	b̥louːθ	blood:B	b̥ l o uː θ	
ICELANDIC	isl	moon	1313	moon	tʰuŋl	moon:G	tʰ u ŋ l	
ICELANDIC	isl	man	1554	man	ˈkʰard̻l	man:H	ˈkʰ a r d̻ l	
ICELANDIC	isl	we	1212	we	vɪːð	we:A	v ɪː ð	
ICELANDIC	isl	and	1577	and	ɔːɣ	and:I	ɔː ɣ	
ICELANDIC	isl	mouth	674	mouth	ˈmʏnːʏr	mouth:B	ˈm ʏ nː ʏ r	
ICELANDIC	isl	eat	1336	eat	ɛːtʰa	eat:B	ɛː tʰ a	
ICELANDIC	isl	skin	763	skin	scɪnː	skin:L	s c ɪ nː	
ICELANDIC	isl	dry	1398	dry	θʏrː	dry:D	θ ʏ rː	
ICELANDIC	isl	some	1241	some	ˈnɔʰkːrɪr	some:B	ˈn ɔʰ kː r ɪ r	
ICELANDIC	isl	heavy	1210	heavy	ˈθuŋɡ̊ʏr	heavy:H	ˈθ u ŋ ɡ̊ ʏ r	
ICELANDIC	isl	white	1335	white	ˈxʷiːtʰʏr	white:B	ˈxʷ iː tʰ ʏ r	
ICELANDIC	isl	play	1413	play	ˈleiːkʰa	play:M	ˈl e iː kʰ a	
ICELANDIC	isl	bite	1403	bite	ˈb̥iːtʰa	bite:B	ˈb̥ iː tʰ a	
ICELANDIC	isl	thin	1400	thin	ˈɡ̊ranːʏr	thin:U	ˈɡ̊ r a nː ʏ r	
ICELANDIC	isl	woman	962	woman	ˈkʰvɛnmaːðʏr	woman:D	ˈkʰ v ɛ n m aː ð ʏ r	
ICELANDIC	isl	spit	1440	spit	ˈspiːtʰa	spit:Ac	ˈs p iː tʰ a	
ICELANDIC	isl	this	1214	this	ˈθɛsːɪ	this:B	ˈθ ɛ sː ɪ	
ICELANDIC	isl	hear	1408	hear	ˈheiːra	hear:B	ˈh e iː r a	
ICELANDIC	isl	one	1493	one	eid̥n	one:A	e i d̥ n	
ICELANDIC	isl	sleep	1585	sleep	ˈsɔːva	sleep:C	ˈs ɔː v a	
ICELANDIC	isl	bad	1292	bad	ˈɪd̥lʏr	bad:R	ˈɪ d̥ l ʏ r	
ICELANDIC	isl	good	1035	good	ˈɡ̊ouːðʏr	good:B	ˈɡ̊ o uː ð ʏ r	
ICELANDIC	isl	know	1410	know	ˈvɪːta	know:F	ˈv ɪː t a	
ICELANDIC	isl	rightside	1019	rightside	ˈhaiɣrɪ	rightside:M	ˈh a i ɣ r ɪ	
ICELANDIC	isl	flower	239	flower	b̥louːm	flower:B	b̥ l o uː m	
ICELANDIC	isl	fruit	1507	fruit	ˈald̥ɪn	fruit:S	ˈa l d̥ ɪ n	
ICELANDIC	isl	rub	1449	rub	ˈnuːa	rub:J	ˈn uː a	
ICELANDIC	isl	bark	1204	bark	ˈb̥œr̥kʏr	bark:G	ˈb̥ œ r̥ k ʏ r	
ICELANDIC	isl	year	1226	year	auːr	year:B	a uː r	
ICELANDIC	isl	new	1231	new	niːr	new:A	n iː r	
ICELANDIC	isl	all	98	all	ˈad̥lɪr	all:A	ˈa d̥ l ɪ r	
ICELANDIC	isl	laugh	1355	laugh	ˈl̥aiːja	laugh:B	ˈl̥ a iː j a	
ICELANDIC	isl	blow	175	blow	ˈb̥lausa	blow:A	ˈb̥ l a u s a	
ICELANDIC	isl	bird	937	bird	fʏɡ̊l	bird:B	f ʏ ɡ̊ l	
ICELANDIC	isl	liver	1224	liver	ˈlɪːvʏr	liver:B	ˈl ɪː v ʏ r	
ICELANDIC	isl	small	1246	small	smauːr	small:K	s m a uː r	
ICELANDIC	isl	wind	960	wind	ˈvɪnd̥ʏr	wind:B	ˈv ɪ n d̥ ʏ r	
ICELANDIC	isl	squeeze	1414	squeeze	ˈkʰreista	squeeze:J	ˈkʰ r e i s t a	
ICELANDIC	isl	full	1429	full	ˈfʏd̥lʏr	full:A	ˈf ʏ d̥ l ʏ r	
ICELANDIC	isl	burn	2102	burn	ˈb̥rɛnːa	burn:B	ˈb̥ r ɛ nː a	
ICELANDIC	isl	lake	624	lake	vaʰtn	lake:H	v aʰ t n	
ICELANDIC	isl	smell	1586	smell	ˈθɛːva	smell:M	ˈθ ɛː v a	
ICELANDIC	isl	meat	634	meat	hɔld̥	meat:H	h ɔ l d̥	
ICELANDIC	isl	fingernail	1258	fingernail	nœɡ̊l	fingernail:A	n œ ɡ̊ l	
ICELANDIC	isl	ashes	646	ashes	ˈaska	ashes:A	ˈa s k a	
ICELANDIC	isl	far	1406	far	ˈfjarːɪ	far:B	ˈf j a rː ɪ	
ICELANDIC	isl	fall	1280	fall	ˈfad̥la	fall:B	ˈf a d̥ l a	
ICELANDIC	isl	rope	1218	rope	ˈstrɛŋɡ̊ʏr	rope:Z	ˈs t r ɛ ŋ ɡ̊ ʏ r	
ICELANDIC	isl	dull	379	dull	stljouːr	dull:A	s t l j o uː r	
ICELANDIC	isl	dirty	1230	dirty	ˈsaurʏɣʏr	dirty:Ak	ˈs a u r ʏ ɣ ʏ r	
ICELANDIC	isl	heart	1223	heart	ˈçar̥ta	heart:J	ˈç a r̥ t a	
ICELANDIC	isl	belly	1251	belly	ˈmaːɣɪ	belly:N	ˈm aː ɣ ɪ	
ICELANDIC	isl	sew	1457	sew	ˈsøɪːma	sew:F	ˈs ø ɪː m a	
ICELANDIC	isl	wash	1453	wash	θvɔː	wash:J	θ v ɔː	
ICELANDIC	isl	sky	1732	sky	ˈhɪːmɪnː	sky:B	ˈh ɪː m ɪ nː	
ICELANDIC	isl	hunt	1435	hunt	ˈveiːða	hunt:I	ˈv e iː ð a	
ICELANDIC	isl	foot	1301	foot	ˈfouːtʰʏr	foot:B	ˈf o uː tʰ ʏ r	
ICELANDIC	isl	louse	1392	louse	luːs	louse:B	l uː s	
ICELANDIC	isl	father	1217	father	ˈfaːðɪr	father:A	ˈf aː ð ɪ r	
