language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
PORTUGUESE	por	sun	1343	sun	sɔl	sun:W	s ɔ l	
PORTUGUESE	por	husband	1200	husband	mɐˈɾiðu	husband:E	m ɐ ˈɾ i ð u	
PORTUGUESE	por	feather	1201	feather	ˈpenɐ	feather:A	ˈp e n ɐ	
PORTUGUESE	por	who	1235	who	kɐ̃ĩ	who:B	k ɐ̃ ĩ	
PORTUGUESE	por	straight	1404	straight	diˈɾɐjtu	straight:M	d i ˈɾ ɐ j t u	
PORTUGUESE	por	three	492	three	tɾeʃ	three:A	t ɾ e ʃ	
PORTUGUESE	por	freeze	1431	freeze	ʒɨˈlaɾ	freeze:G	ʒ ɨ ˈl a ɾ	
PORTUGUESE	por	smoke	778	smoke	fumu	smoke:A	f u m u	
PORTUGUESE	por	when	1238	when	ˈkuɐ̃ðu	when:A	ˈk u ɐ̃ ð u	
PORTUGUESE	por	drink	1401	drink	bɨˈbeɾ	drink:C	b ɨ ˈb e ɾ	
PORTUGUESE	por	five	493	five	ˈsĩku	five:O	ˈs ĩ k u	
PORTUGUESE	por	how	1239	how	komu	how:B	k o m u	
PORTUGUESE	por	old	1229	old	ˈvɛʎu	old:G	ˈv ɛ ʎ u	
PORTUGUESE	por	night	1233	night	ˈnɔjtɨ	night:B	ˈn ɔ j t ɨ	
PORTUGUESE	por	star	1430	star	ɨʃˈtɾelɐ	star:V	ɨ ʃ ˈt ɾ e l ɐ	
PORTUGUESE	por	fog	249	fog	nɨvuˈejɾu	fog:I	n ɨ v u ˈe j ɾ u	
PORTUGUESE	por	salt	1274	salt	sal	salt:B	s a l	
PORTUGUESE	por	sea	1474	sea	maɾ	sea:B	m a ɾ	
PORTUGUESE	por	long	1203	long	ˈlõɣu	long:B	ˈl õ ɣ u	
PORTUGUESE	por	they	817	they	ˈelɨʃ	they:F	ˈe l ɨ ʃ	
PORTUGUESE	por	swim	1439	swim	nɐˈdaɾ	swim:D	n ɐ ˈd a ɾ	
PORTUGUESE	por	ear	1247	ear	oˈɾɐʎɐ	ear:B	o ˈɾ ɐ ʎ ɐ	
PORTUGUESE	por	see	1409	see	veɾ	see:E	v e ɾ	
PORTUGUESE	por	nose	1221	nose	nɐˈɾiʃ	nose:B	n ɐ ˈɾ i ʃ	
PORTUGUESE	por	guts	1991	guts	ẽˈtɾɐɲɐʃ	guts:K	ẽ ˈt ɾ ɐ ɲ ɐ ʃ	
PORTUGUESE	por	I	1209	I	eu	I:A	e u	
PORTUGUESE	por	vomit	1278	vomit	vumiˈtaɾ	vomit:E	v u m i ˈt a ɾ	
PORTUGUESE	por	mountain	639	mountain	mõˈtɐɲɐ	mountain:F	m õ ˈt ɐ ɲ ɐ	
PORTUGUESE	por	breathe	1407	breathe	ɾɨʃpiˈɾaɾ	breathe:L	ɾ ɨ ʃ p i ˈɾ a ɾ	
PORTUGUESE	por	other	197	other	ˈooutɾu	other:D	ˈo o u t ɾ u	
PORTUGUESE	por	where	1237	where	ˈõðɨ	where:B	ˈõ ð ɨ	
PORTUGUESE	por	mother	1216	mother	mɐ̃i	mother:A	m ɐ̃ i	
PORTUGUESE	por	blood	946	blood	ˈsɐ̃ɣɨ	blood:G	ˈs ɐ̃ ɣ ɨ	
PORTUGUESE	por	we	1212	we	ˈnɔʃ	we:A	ˈn ɔ ʃ	
PORTUGUESE	por	and	1577	and	i	and:F	i	
PORTUGUESE	por	skin	763	skin	ˈpɛlɨ	skin:B	ˈp ɛ l ɨ	
PORTUGUESE	por	dry	1398	dry	ˈseku	dry:G	ˈs e k u	
PORTUGUESE	por	bite	1403	bite	muɾˈdeɾ	bite:G	m u ɾ ˈd e ɾ	
PORTUGUESE	por	woman	962	woman	muˈʎɛɾ	woman:E	m u ˈʎ ɛ ɾ	
PORTUGUESE	por	spit	1440	spit	kuʃˈpiɾ	spit:Ac	k u ʃ ˈp i ɾ	
PORTUGUESE	por	hear	1408	hear	oˈviɾ	hear:G	o ˈv i ɾ	
PORTUGUESE	por	one	1493	one	ũ	one:A	ũ	
PORTUGUESE	por	sleep	1585	sleep	duɾˈmiɾ	sleep:E	d u ɾ ˈm i ɾ	
PORTUGUESE	por	bad	1292	bad	maw	bad:D	m a w	
PORTUGUESE	por	good	1035	good	bõ	good:F	b õ	
PORTUGUESE	por	flower	239	flower	floɾ	flower:B	f l o ɾ	
PORTUGUESE	por	rub	1449	rub	ɨʃfɾɨˈɡaɾ	rub:F	ɨ ʃ f ɾ ɨ ˈɡ a ɾ	
PORTUGUESE	por	bark	1204	bark	ˈkaʃkɐ	bark:B	ˈk a ʃ k ɐ	
PORTUGUESE	por	year	1226	year	ˈɐnu	year:F	ˈɐ n u	
PORTUGUESE	por	new	1231	new	novu	new:A	n o v u	
PORTUGUESE	por	all	98	all	ˈtoðu	all:C	ˈt o ð u	
PORTUGUESE	por	laugh	1355	laugh	ɾiɾ	laugh:F	ɾ i ɾ	
PORTUGUESE	por	blow	175	blow	suˈpɾaɾ	blow:A	s u ˈp ɾ a ɾ	
PORTUGUESE	por	bird	937	bird	ˈavɨ	bird:F	ˈa v ɨ	
PORTUGUESE	por	wind	960	wind	ˈvẽtu	wind:B	ˈv ẽ t u	
PORTUGUESE	por	burn	2102	burn	ɐɾˈdeɾ	burn:I	ɐ ɾ ˈd e ɾ	
PORTUGUESE	por	lake	624	lake	lagu	lake:E	l a g u	
PORTUGUESE	por	meat	634	meat	ˈkaɾnɨ	meat:D	ˈk a ɾ n ɨ	
PORTUGUESE	por	ashes	646	ashes	ˈsĩzɐʃ	ashes:E	ˈs ĩ z ɐ ʃ	
PORTUGUESE	por	far	1406	far	ˈlõʒɨ	far:M	ˈl õ ʒ ɨ	
PORTUGUESE	por	fall	1280	fall	kɐˈiɾ	fall:G	k ɐ ˈi ɾ	
PORTUGUESE	por	heart	1223	heart	kuɾɐˈsɐ̃w	heart:J	k u ɾ ɐ ˈs ɐ̃ w	
PORTUGUESE	por	belly	1251	belly	ˈvẽtɾɨ	belly:E	ˈv ẽ t ɾ ɨ	
PORTUGUESE	por	sew	1457	sew	kuˈzeɾ	sew:F	k u ˈz e ɾ	
PORTUGUESE	por	wash	1453	wash	lɐˈvaɾ	wash:G	l ɐ ˈv a ɾ	
PORTUGUESE	por	sky	1732	sky	sɛw	sky:E	s ɛ w	
PORTUGUESE	por	foot	1301	foot	pɛ	foot:B	p ɛ	
PORTUGUESE	por	louse	1392	louse	piˈoʎu	louse:F	p i ˈo ʎ u	
PORTUGUESE	por	father	1217	father	pai	father:A	p a i	
