language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes	parsed_tokens	split
FRENCH	fra	few	1242	few	pø	few:F	p ø		p ø	4
FRENCH	fra	back	1291	back	do	back:H	d o		d o	test
FRENCH	fra	stone	857	stone	pjɛʀ	stone:E	p j ɛ ʀ		p j ɛ ʀ	3
FRENCH	fra	eye	1248	eye	œj	eye:B	œ j		œ j	test
FRENCH	fra	grass	606	grass	ɛʀb	grass:F	ɛ ʀ b		ɛ ʀ b	4
FRENCH	fra	worm	1219	worm	vɛʀ	worm:B	v ɛ ʀ		v ɛ ʀ	5
FRENCH	fra	black	163	black	nwaʀ	black:F	n w a ʀ		n w a ʀ	test
FRENCH	fra	split	1437	split	fɑ̃dʀ	split:E	f ɑ̃ d ʀ		f ɑ̃ d ʀ	3
FRENCH	fra	give	1447	give	dɔne	give:B	d ɔ n e		d ɔ n e	3
FRENCH	fra	horn	1393	horn	kɔʀn	horn:A	k ɔ ʀ n		k ɔ ʀ n	5
FRENCH	fra	earth	1228	earth	tɛʀ	earth:F	t ɛ ʀ		t ɛ ʀ	4
FRENCH	fra	snake	730	snake	sɛʀpɑ̃	snake:E	s ɛ ʀ p ɑ̃		s ɛ ʀ p ɑ̃	3
FRENCH	fra	dog	2009	dog	ʃi_ɛ̃	dog:A	ʃ i _ ɛ̃		ʃ i _ ɛ̃	test
FRENCH	fra	thick	1244	thick	epɛ	thick:Q	e p ɛ		e p ɛ	test
FRENCH	fra	big	1202	big	gʀɑ̃	big:D	g ʀ ɑ̃		g ʀ ɑ̃	test
FRENCH	fra	wing	1257	wing	ɛl	wing:G	ɛ l		ɛ l	1
FRENCH	fra	if	1459	if	si	if:G	s i		s i	1
FRENCH	fra	not	1240	not	nɔ̃	not:A	n ɔ̃		n ɔ̃	5
FRENCH	fra	fly	1441	fly	vɔle	fly:E	v ɔ l e		v ɔ l e	1
FRENCH	fra	say	1458	say	diʀ	say:F	d i ʀ		d i ʀ	4
FRENCH	fra	you	1213	you	vu	you:A	v u		v u	test
FRENCH	fra	warm	1232	warm	ʃo	warm:E	ʃ o		ʃ o	test
FRENCH	fra	cloud	1489	cloud	nyaʒ	cloud:F	n y a ʒ		n y a ʒ	1
FRENCH	fra	rotten	1728	rotten	puʀi	rotten:O	p u ʀ i		p u ʀ i	4
FRENCH	fra	hand	1277	hand	mɛ̃	hand:E	m ɛ̃		m ɛ̃	1
FRENCH	fra	ice	617	ice	glas	ice:G	g l a s		g l a s	3
FRENCH	fra	tongue	1205	tongue	lɑ̃g	tongue:W	l ɑ̃ g		l ɑ̃ g	4
FRENCH	fra	seed	714	seed	səmɑ̃s	seed:B	s ə m ɑ̃ s		s ə m ɑ̃ s	5
FRENCH	fra	float	1574	float	flɔte	float:D	f l ɔ t e		f l ɔ t e	2
FRENCH	fra	suck	1421	suck	syse	suck:B	s y s e		s y s e	1
FRENCH	fra	fish	227	fish	pwasɔ̃	fish:B	p w a s ɔ̃		p w a s ɔ̃	test
FRENCH	fra	live	1422	live	vivʀ	live:A	v i v ʀ		v i v ʀ	3
FRENCH	fra	egg	744	egg	œf	egg:A	œ f		œ f	3
FRENCH	fra	green	1425	green	vɛʀ	green:G	v ɛ ʀ		v ɛ ʀ	4
FRENCH	fra	thou	1215	thou	ty	thou:A	t y		t y	2
FRENCH	fra	tie	1094	tie	lje	tie:C	l j e		l j e	4
FRENCH	fra	tooth	1380	tooth	dɑ̃	tooth:B	d ɑ̃		d ɑ̃	3
FRENCH	fra	dust	2	dust	pusjɛʀ	dust:F	p u s j ɛ ʀ		p u s j ɛ ʀ	1
FRENCH	fra	sun	1343	sun	sɔlɛj	sun:W	s ɔ l ɛ j		s ɔ l ɛ j	3
FRENCH	fra	husband	1200	husband	maʀi	husband:E	m a ʀ i		m a ʀ i	2
FRENCH	fra	feather	1201	feather	plym_dwazo	feather:E	p l y m _ d w a z o		p l y m _ d w a z o	4
FRENCH	fra	who	1235	who	ki	who:B	k i		k i	1
FRENCH	fra	straight	1404	straight	dʀwɑ	straight:M	d ʀ w ɑ		d ʀ w ɑ	2
FRENCH	fra	three	492	three	tʀwa	three:A	t ʀ w a		t ʀ w a	2
FRENCH	fra	fat	1282	fat	gʀɛs	fat:I	g ʀ ɛ s		g ʀ ɛ s	1
FRENCH	fra	freeze	1431	freeze	ʒəle	freeze:G	ʒ ə l e		ʒ ə l e	2
FRENCH	fra	smoke	778	smoke	fyme	smoke:A	f y m e		f y m e	5
FRENCH	fra	when	1238	when	kɑ̃	when:A	k ɑ̃		k ɑ̃	1
FRENCH	fra	drink	1401	drink	bwaʀ	drink:C	b w a ʀ		b w a ʀ	4
FRENCH	fra	five	493	five	s_ɛ̃k	five:O	s _ ɛ̃ k		s _ ɛ̃ k	4
FRENCH	fra	how	1239	how	kɔmɑ̃	how:B	k ɔ m ɑ̃		k ɔ m ɑ̃	4
FRENCH	fra	old	1229	old	vjø	old:G	v j ø		v j ø	3
FRENCH	fra	night	1233	night	nɥi	night:B	n ɥ i		n ɥ i	4
FRENCH	fra	star	1430	star	etwal	star:V	e t w a l		e t w a l	1
FRENCH	fra	breast	1402	breast	sɛ̃	breast:H	s ɛ̃		s ɛ̃	5
FRENCH	fra	round	1395	round	ʀɔ̃	round:A	ʀ ɔ̃		ʀ ɔ̃	2
FRENCH	fra	road	667	road	ʃəmɛ̃	road:H	ʃ ə m ɛ̃		ʃ ə m ɛ̃	4
FRENCH	fra	salt	1274	salt	sɛl	salt:B	s ɛ l		s ɛ l	1
FRENCH	fra	sea	1474	sea	mɛʀ	sea:B	m ɛ ʀ		m ɛ ʀ	1
FRENCH	fra	long	1203	long	lɔ̃	long:B	l ɔ̃		l ɔ̃	4
FRENCH	fra	they	817	they	il	they:F	i l		i l	test
FRENCH	fra	swim	1439	swim	naʒe	swim:D	n a ʒ e		n a ʒ e	2
FRENCH	fra	ear	1247	ear	ɔʀɛj	ear:B	ɔ ʀ ɛ j		ɔ ʀ ɛ j	test
FRENCH	fra	see	1409	see	vwaʀ	see:E	v w a ʀ		v w a ʀ	2
FRENCH	fra	hold	1448	hold	təniʀ	hold:F	t ə n i ʀ		t ə n i ʀ	5
FRENCH	fra	nose	1221	nose	nɛ	nose:B	n ɛ		n ɛ	3
FRENCH	fra	I	1209	I	ʒə	I:A	ʒ ə		ʒ ə	2
FRENCH	fra	vomit	1278	vomit	vɔmiʀ	vomit:E	v ɔ m i ʀ		v ɔ m i ʀ	1
FRENCH	fra	mountain	639	mountain	mɔ̃taɲ	mountain:F	m ɔ̃ t a ɲ		m ɔ̃ t a ɲ	3
FRENCH	fra	breathe	1407	breathe	ʀɛspiʀe	breathe:L	ʀ ɛ s p i ʀ e		ʀ ɛ s p i ʀ e	test
FRENCH	fra	other	197	other	otʀ	other:D	o t ʀ		o t ʀ	5
FRENCH	fra	where	1237	where	u	where:B	u		u	2
FRENCH	fra	mother	1216	mother	mɛʀ	mother:A	m ɛ ʀ		m ɛ ʀ	3
FRENCH	fra	knee	1371	knee	ʒənu	knee:N	ʒ ə n u		ʒ ə n u	4
FRENCH	fra	blood	946	blood	sɑ̃	blood:G	s ɑ̃		s ɑ̃	5
FRENCH	fra	moon	1313	moon	lyn	moon:C	l y n		l y n	5
FRENCH	fra	we	1212	we	nu	we:A	n u		n u	test
FRENCH	fra	and	1577	and	e	and:F	e		e	1
FRENCH	fra	skin	763	skin	po	skin:B	p o		p o	2
FRENCH	fra	dry	1398	dry	sɛk	dry:G	s ɛ k		s ɛ k	4
FRENCH	fra	some	1241	some	kɛlk	some:L	k ɛ l k		k ɛ l k	2
FRENCH	fra	bite	1403	bite	mɔʀdʀ	bite:G	m ɔ ʀ d ʀ		m ɔ ʀ d ʀ	5
FRENCH	fra	woman	962	woman	fam	woman:G	f a m		f a m	1
FRENCH	fra	one	1493	one	œ̃	one:A	œ̃		œ̃	5
FRENCH	fra	sleep	1585	sleep	doʀmiʀ	sleep:E	d o ʀ m i ʀ		d o ʀ m i ʀ	test
FRENCH	fra	bad	1292	bad	mɔvɛ	bad:D	m ɔ v ɛ		m ɔ v ɛ	test
FRENCH	fra	good	1035	good	bɔ̃	good:F	b ɔ̃		b ɔ̃	5
FRENCH	fra	flower	239	flower	flœʀ	flower:B	f l œ ʀ		f l œ ʀ	5
FRENCH	fra	rub	1449	rub	fʀɔte	rub:F	f ʀ ɔ t e		f ʀ ɔ t e	2
FRENCH	fra	bark	1204	bark	ekɔʀs	bark:B	e k ɔ ʀ s		e k ɔ ʀ s	1
FRENCH	fra	year	1226	year	ɑ̃	year:F	ɑ̃		ɑ̃	test
FRENCH	fra	new	1231	new	nuvo	new:A	n u v o		n u v o	5
FRENCH	fra	all	98	all	tu	all:C	t u		t u	1
FRENCH	fra	laugh	1355	laugh	ʀiʀ	laugh:F	ʀ i ʀ		ʀ i ʀ	5
FRENCH	fra	blow	175	blow	sufle	blow:A	s u f l e		s u f l e	test
FRENCH	fra	bird	937	bird	wazo	bird:F	w a z o		w a z o	5
FRENCH	fra	wind	960	wind	vɑ̃	wind:B	v ɑ̃		v ɑ̃	test
FRENCH	fra	full	1429	full	plɛ̃	full:A	p l ɛ̃		p l ɛ̃	3
FRENCH	fra	lake	624	lake	lak	lake:E	l a k		l a k	4
FRENCH	fra	fingernail	1258	fingernail	ɔ̃gl	fingernail:A	ɔ̃ g l		ɔ̃ g l	test
FRENCH	fra	ashes	646	ashes	sɑ̃dʀ	ashes:E	s ɑ̃ d ʀ		s ɑ̃ d ʀ	3
FRENCH	fra	far	1406	far	lwɛ̃	far:M	l w ɛ̃		l w ɛ̃	2
FRENCH	fra	heart	1223	heart	kœʀ	heart:J	k œ ʀ		k œ ʀ	3
FRENCH	fra	belly	1251	belly	vɑ̃tʀ	belly:E	v ɑ̃ t ʀ		v ɑ̃ t ʀ	5
FRENCH	fra	sew	1457	sew	kudʀ	sew:F	k u d ʀ		k u d ʀ	2
FRENCH	fra	wash	1453	wash	lave	wash:G	l a v e		l a v e	3
FRENCH	fra	sky	1732	sky	sjɛl	sky:E	s j ɛ l		s j ɛ l	5
FRENCH	fra	foot	1301	foot	pje	foot:B	p j e		p j e	4
FRENCH	fra	louse	1392	louse	pu	louse:F	p u		p u	3
FRENCH	fra	father	1217	father	pɛʀ	father:A	p ɛ ʀ		p ɛ ʀ	2
