language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes	parsed_tokens	split
OLD_NORSE	non	sit	1416	sit	ˈsitja	sit:B	ˈs i t j a		ˈs i t j a	5	ˈs i t j a	5	ˈs i t j a	3	ˈs i t j a	3	ˈs i t j a	1
OLD_NORSE	non	bone	1394	bone	bɛin	bone:B	b ɛ i n		b ɛ i n	5	b ɛ i n	2	b ɛ i n	3	b ɛ i n	2	b ɛ i n	5
OLD_NORSE	non	right	1725	right	reːtːr	right:C	r eː tː r		r eː tː r	test	r eː tː r	5	r eː tː r	test	r eː tː r	4	r eː tː r	3
OLD_NORSE	non	flow	2003	flow	ˈrenːa	flow:H	ˈr e nː a		ˈr e nː a	3	ˈr e nː a	1	ˈr e nː a	5	ˈr e nː a	3	ˈr e nː a	3
OLD_NORSE	non	tree	906	tree	treː	tree:C	t r eː		t r eː	test	t r eː	2	t r eː	test	t r eː	1	t r eː	3
OLD_NORSE	non	leaf	628	leaf	lauf	leaf:I	l a u f		l a u f	4	l a u f	test	l a u f	2	l a u f	3	l a u f	2
OLD_NORSE	non	red	156	red	rauðr	red:B	r a u ð r		r a u ð r	1	r a u ð r	4	r a u ð r	2	r a u ð r	3	r a u ð r	5
OLD_NORSE	non	animal	619	animal	dyːr	animal:A	d yː r		d yː r	5	d yː r	test	d yː r	1	d yː r	3	d yː r	3
OLD_NORSE	non	swell	1573	swell	ˈsvelːa	swell:B	ˈs v e lː a		ˈs v e lː a	2	ˈs v e lː a	5	ˈs v e lː a	test	ˈs v e lː a	5
OLD_NORSE	non	day	1225	day	daɣr	day:B	d a ɣ r		d a ɣ r	3	d a ɣ r	1	d a ɣ r	test	d a ɣ r	2	d a ɣ r	3
OLD_NORSE	non	hair	1040	hair	haːr	hair:B	h aː r		h aː r	4	h aː r	4	h aː r	1	h aː r	test	h aː r	2
OLD_NORSE	non	few	1242	few	faːr	few:F	f aː r		f aː r	test	f aː r	3	f aː r	5	f aː r	2	f aː r	2
OLD_NORSE	non	pull	1455	pull	ˈdraɣa	pull:J	ˈd r a ɣ a		ˈd r a ɣ a	1	ˈd r a ɣ a	3	ˈd r a ɣ a	1	ˈd r a ɣ a	2	ˈd r a ɣ a	4
OLD_NORSE	non	back	1291	back	ɣryɡːr	back:R	ɣ r y ɡː r		ɣ r y ɡː r	1	ɣ r y ɡː r	test	ɣ r y ɡː r	4
OLD_NORSE	non	sand	671	sand	sandr	sand:B	s a n d r		s a n d r	2	s a n d r	2	s a n d r	test	s a n d r	test	s a n d r	3
OLD_NORSE	non	with	1340	with	með	with:C	m e ð		m e ð	test	m e ð	3	m e ð	5	m e ð	3
OLD_NORSE	non	stone	857	stone	stɛinː	stone:A	s t ɛ i nː		s t ɛ i nː	test	s t ɛ i nː	1	s t ɛ i nː	5	s t ɛ i nː	4	s t ɛ i nː	2
OLD_NORSE	non	eye	1248	eye	ˈauɣa	eye:B	ˈa u ɣ a		ˈa u ɣ a	4	ˈa u ɣ a	test	ˈa u ɣ a	test	ˈa u ɣ a	5	ˈa u ɣ a	1
OLD_NORSE	non	grass	606	grass	ɡras	grass:B	ɡ r a s		ɡ r a s	1	ɡ r a s	1	ɡ r a s	5	ɡ r a s	4	ɡ r a s	1
OLD_NORSE	non	river	666	river	elfr	river:N	e l f r		e l f r	2	e l f r	1	e l f r	2	e l f r	2	e l f r	4
OLD_NORSE	non	worm	1219	worm	maðkr	worm:F	m a ð k r		m a ð k r	4	m a ð k r	4	m a ð k r	1	m a ð k r	2
OLD_NORSE	non	black	163	black	svartr	black:B	s v a r t r		s v a r t r	5	s v a r t r	2	s v a r t r	5	s v a r t r	3	s v a r t r	5
OLD_NORSE	non	split	1437	split	ˈkljuːva	split:I	ˈk l j uː v a		ˈk l j uː v a	3	ˈk l j uː v a	5	ˈk l j uː v a	3	ˈk l j uː v a	4	ˈk l j uː v a	test
OLD_NORSE	non	give	1447	give	ˈɡeva	give:A	ˈɡ e v a		ˈɡ e v a	5	ˈɡ e v a	5	ˈɡ e v a	1	ˈɡ e v a	1	ˈɡ e v a	5
OLD_NORSE	non	stab	1434	stab	ˈstinɣa	stab:B	ˈs t i n ɣ a		ˈs t i n ɣ a	4	ˈs t i n ɣ a	1	ˈs t i n ɣ a	3	ˈs t i n ɣ a	4	ˈs t i n ɣ a	test
OLD_NORSE	non	horn	1393	horn	horn	horn:A	h o r n		h o r n	5	h o r n	test	h o r n	5	h o r n	2	h o r n	5
OLD_NORSE	non	earth	1228	earth	jɔrð	earth:B	j ɔ r ð		j ɔ r ð	2
OLD_NORSE	non	snake	730	snake	ˈslanɣi	snake:B	ˈs l a n ɣ i		ˈs l a n ɣ i	4	ˈs l a n ɣ i	1	ˈs l a n ɣ i	4	ˈs l a n ɣ i	4
OLD_NORSE	non	walk	1443	walk	ˈɡanɣa	walk:G	ˈɡ a n ɣ a		ˈɡ a n ɣ a	2	ˈɡ a n ɣ a	test	ˈɡ a n ɣ a	3	ˈɡ a n ɣ a	test	ˈɡ a n ɣ a	1
OLD_NORSE	non	dog	2009	dog	ˈrakːi	dog:Q	ˈr a kː i		ˈr a kː i	1	ˈr a kː i	1	ˈr a kː i	3
OLD_NORSE	non	stand	1442	stand	ˈstanda	stand:B	ˈs t a n d a		ˈs t a n d a	3	ˈs t a n d a	test	ˈs t a n d a	1	ˈs t a n d a	5	ˈs t a n d a	test
OLD_NORSE	non	count	1420	count	ˈtelja	count:A	ˈt e l j a		ˈt e l j a	test	ˈt e l j a	test	ˈt e l j a	1	ˈt e l j a	5
OLD_NORSE	non	scratch	1436	scratch	klaː	scratch:I	k l aː		k l aː	test	k l aː	test	k l aː	4	k l aː	4	k l aː	test
OLD_NORSE	non	thick	1244	thick	θykːr	thick:A	θ y kː r		θ y kː r	test	θ y kː r	5	θ y kː r	3
OLD_NORSE	non	in	1460	in	iː	in:E	iː		iː	5	iː	5	iː	5	iː	test	iː	5
OLD_NORSE	non	big	1202	big	stoːrː	big:O	s t oː rː		s t oː rː	test	s t oː rː	4	s t oː rː	5	s t oː rː	test	s t oː rː	5
OLD_NORSE	non	wing	1257	wing	vɛnɣr	wing:J	v ɛ n ɣ r		v ɛ n ɣ r	2	v ɛ n ɣ r	5	v ɛ n ɣ r	2	v ɛ n ɣ r	2	v ɛ n ɣ r	4
OLD_NORSE	non	not	1240	not	ˈekːi	not:C	ˈe kː i		ˈe kː i	2	ˈe kː i	3	ˈe kː i	5	ˈe kː i	test	ˈe kː i	test
OLD_NORSE	non	fly	1441	fly	ˈfljuːɣa	fly:A	ˈf l j uː ɣ a		ˈf l j uː ɣ a	test	ˈf l j uː ɣ a	3	ˈf l j uː ɣ a	1	ˈf l j uː ɣ a	1	ˈf l j uː ɣ a	test
OLD_NORSE	non	say	1458	say	ˈseɣja	say:B	ˈs e ɣ j a		ˈs e ɣ j a	3	ˈs e ɣ j a	2	ˈs e ɣ j a	1	ˈs e ɣ j a	1	ˈs e ɣ j a	1
OLD_NORSE	non	you	1213	you	θeːr	you:A	θ eː r		θ eː r	1	θ eː r	test	θ eː r	5
OLD_NORSE	non	warm	1232	warm	varmr	warm:B	v a r m r		v a r m r	3	v a r m r	test	v a r m r	1
OLD_NORSE	non	cloud	1489	cloud	skyː	cloud:J	s k yː		s k yː	2	s k yː	1	s k yː	4	s k yː	1	s k yː	test
OLD_NORSE	non	rotten	1728	rotten	ˈrotinː	rotten:B	ˈr o t i nː		ˈr o t i nː	5	ˈr o t i nː	3	ˈr o t i nː	1
OLD_NORSE	non	smooth	1234	smooth	sleːtːr	smooth:J	s l eː tː r		s l eː tː r	4	s l eː tː r	test	s l eː tː r	test	s l eː tː r	2
OLD_NORSE	non	hand	1277	hand	hɔnd	hand:B	h ɔ n d		h ɔ n d	4	h ɔ n d	5	h ɔ n d	5	h ɔ n d	test	h ɔ n d	5
OLD_NORSE	non	ice	617	ice	iːsː	ice:B	iː sː		iː sː	1	iː sː	2	iː sː	1	iː sː	2	iː sː	test
OLD_NORSE	non	tongue	1205	tongue	ˈtunɣa	tongue:W	ˈt u n ɣ a		ˈt u n ɣ a	test	ˈt u n ɣ a	3	ˈt u n ɣ a	test	ˈt u n ɣ a	4	ˈt u n ɣ a	test
OLD_NORSE	non	wet	1726	wet	vaːtr	wet:I	v aː t r		v aː t r	test	v aː t r	3	v aː t r	3	v aː t r	test	v aː t r	5
OLD_NORSE	non	head	1256	head	ˈhɔvuð	head:B	ˈh ɔ v u ð		ˈh ɔ v u ð	3	ˈh ɔ v u ð	1	ˈh ɔ v u ð	2	ˈh ɔ v u ð	4	ˈh ɔ v u ð	4
OLD_NORSE	non	seed	714	seed	saːð	seed:B	s aː ð		s aː ð	1	s aː ð	2	s aː ð	4	s aː ð	5	s aː ð	1
OLD_NORSE	non	float	1574	float	ˈfljoːta	float:D	ˈf l j oː t a		ˈf l j oː t a	5	ˈf l j oː t a	3	ˈf l j oː t a	4	ˈf l j oː t a	1	ˈf l j oː t a	test
OLD_NORSE	non	suck	1421	suck	ˈsuːɣa	suck:B	ˈs uː ɣ a		ˈs uː ɣ a	5	ˈs uː ɣ a	test	ˈs uː ɣ a	2	ˈs uː ɣ a	2	ˈs uː ɣ a	3
OLD_NORSE	non	fish	227	fish	fiskr	fish:B	f i s k r		f i s k r	2	f i s k r	3	f i s k r	4	f i s k r	4	f i s k r	5
OLD_NORSE	non	live	1422	live	buːa	live:I	b uː a		b uː a	4	b uː a	1	b uː a	4	b uː a	2	b uː a	test
OLD_NORSE	non	push	1452	push	ˈskuːfa	push:N	ˈs k uː f a		ˈs k uː f a	3
OLD_NORSE	non	egg	744	egg	eɡː	egg:A	e ɡː		e ɡː	1	e ɡː	4	e ɡː	3	e ɡː	4	e ɡː	5
OLD_NORSE	non	green	1425	green	ɡrøːnː	green:B	ɡ r øː nː		ɡ r øː nː	3	ɡ r øː nː	5	ɡ r øː nː	2	ɡ r øː nː	3	ɡ r øː nː	4
OLD_NORSE	non	wife	1199	wife	ˈkona	wife:Z	ˈk o n a		ˈk o n a	4	ˈk o n a	2	ˈk o n a	1
OLD_NORSE	non	thou	1215	thou	θuː	thou:A	θ uː		θ uː	4	θ uː	test	θ uː	1	θ uː	test	θ uː	test
OLD_NORSE	non	many	1198	many	ˈmarɡir	many:H	ˈm a r ɡ i r		ˈm a r ɡ i r	3	ˈm a r ɡ i r	2	ˈm a r ɡ i r	4	ˈm a r ɡ i r	5	ˈm a r ɡ i r	5
OLD_NORSE	non	tie	1094	tie	ˈbinda	tie:B	ˈb i n d a		ˈb i n d a	2	ˈb i n d a	2	ˈb i n d a	1	ˈb i n d a	3	ˈb i n d a	2
OLD_NORSE	non	tooth	1380	tooth	tɔnː	tooth:B	t ɔ nː		t ɔ nː	4	t ɔ nː	3	t ɔ nː	1	t ɔ nː	1	t ɔ nː	2
OLD_NORSE	non	dust	2	dust	dust	dust:Q	d u s t		d u s t	5	d u s t	2	d u s t	test
OLD_NORSE	non	sun	1343	sun	ˈsunːa	sun:W	ˈs u nː a		ˈs u nː a	test	ˈs u nː a	1	ˈs u nː a	4	ˈs u nː a	5	ˈs u nː a	5
OLD_NORSE	non	wide	1243	wide	brɛiðr	wide:I	b r ɛ i ð r		b r ɛ i ð r	test	b r ɛ i ð r	1	b r ɛ i ð r	1	b r ɛ i ð r	1	b r ɛ i ð r	4
OLD_NORSE	non	husband	1200	husband	maðr	husband:B	m a ð r		m a ð r	5	m a ð r	2	m a ð r	2	m a ð r	3	m a ð r	test
OLD_NORSE	non	feather	1201	feather	fjɔðr	feather:A	f j ɔ ð r		f j ɔ ð r	4	f j ɔ ð r	2	f j ɔ ð r	5	f j ɔ ð r	3	f j ɔ ð r	3
OLD_NORSE	non	who	1235	who	ɣverː	who:B	ɣ v e rː		ɣ v e rː	2	ɣ v e rː	test	ɣ v e rː	test	ɣ v e rː	1	ɣ v e rː	5
OLD_NORSE	non	cut	1432	cut	ˈskera	cut:E	ˈs k e r a		ˈs k e r a	5	ˈs k e r a	4	ˈs k e r a	test	ˈs k e r a	3	ˈs k e r a	3
OLD_NORSE	non	straight	1404	straight	reːtːr	straight:M	r eː tː r		r eː tː r	2	r eː tː r	3	r eː tː r	4	r eː tː r	test
OLD_NORSE	non	three	492	three	θriːr	three:A	θ r iː r		θ r iː r	5	θ r iː r	2	θ r iː r	test	θ r iː r	5	θ r iː r	1
OLD_NORSE	non	fat	1282	fat	ˈfita	fat:B	ˈf i t a		ˈf i t a	5	ˈf i t a	1	ˈf i t a	test	ˈf i t a	test	ˈf i t a	4
OLD_NORSE	non	freeze	1431	freeze	ˈfrjoːsa	freeze:B	ˈf r j oː s a		ˈf r j oː s a	3	ˈf r j oː s a	3	ˈf r j oː s a	2	ˈf r j oː s a	5	ˈf r j oː s a	1
OLD_NORSE	non	smoke	778	smoke	rɛykr	smoke:B	r ɛ y k r		r ɛ y k r	3	r ɛ y k r	2	r ɛ y k r	1	r ɛ y k r	2	r ɛ y k r	2
OLD_NORSE	non	when	1238	when	ˈɣveːˌnɛːr	when:A	ˈɣ v eː ˌn ɛː r		ˈɣ v eː ˌn ɛː r	5	ˈɣ v eː ˌn ɛː r	test	ˈɣ v eː ˌn ɛː r	5	ˈɣ v eː ˌn ɛː r	2	ˈɣ v eː ˌn ɛː r	1
OLD_NORSE	non	drink	1401	drink	ˈdrekːa	drink:B	ˈd r e kː a		ˈd r e kː a	5	ˈd r e kː a	5	ˈd r e kː a	4	ˈd r e kː a	1	ˈd r e kː a	2
OLD_NORSE	non	he	1211	he	hanː	he:A	h a nː		h a nː	4	h a nː	5	h a nː	3	h a nː	5	h a nː	1
OLD_NORSE	non	five	493	five	fimː	five:O	f i mː		f i mː	2	f i mː	5	f i mː	4	f i mː	5	f i mː	2
OLD_NORSE	non	how	1239	how	ɣveː	how:B	ɣ v eː		ɣ v eː	2	ɣ v eː	4	ɣ v eː	2	ɣ v eː	4	ɣ v eː	test
OLD_NORSE	non	old	1229	old	ˈɡamalː	old:J	ˈɡ a m a lː		ˈɡ a m a lː	1	ˈɡ a m a lː	4	ˈɡ a m a lː	5	ˈɡ a m a lː	test	ˈɡ a m a lː	test
OLD_NORSE	non	night	1233	night	noːtː	night:B	n oː tː		n oː tː	3	n oː tː	4	n oː tː	4	n oː tː	3	n oː tː	3
OLD_NORSE	non	that	78	that	saː	that:B	s aː		s aː	3	s aː	5	s aː	5	s aː	test	s aː	1
OLD_NORSE	non	here	136	here	heːr	here:B	h eː r		h eː r	2	h eː r	4	h eː r	5	h eː r	4	h eː r	2
OLD_NORSE	non	star	1430	star	ˈstjarna	star:V	ˈs t j a r n a		ˈs t j a r n a	3	ˈs t j a r n a	test	ˈs t j a r n a	1	ˈs t j a r n a	5	ˈs t j a r n a	5
OLD_NORSE	non	fog	249	fog	ˈθoka	fog:D	ˈθ o k a		ˈθ o k a	4	ˈθ o k a	3	ˈθ o k a	4	ˈθ o k a	test	ˈθ o k a	4
OLD_NORSE	non	hit	1433	hit	slaː	hit:V	s l aː		s l aː	test	s l aː	4	s l aː	test	s l aː	test	s l aː	1
OLD_NORSE	non	dig	1418	dig	ˈɡrava	dig:N	ˈɡ r a v a		ˈɡ r a v a	test	ˈɡ r a v a	1	ˈɡ r a v a	test	ˈɡ r a v a	test	ˈɡ r a v a	4
OLD_NORSE	non	there	1937	there	θar	there:B	θ a r		θ a r	3	θ a r	1	θ a r	test	θ a r	4	θ a r	4
OLD_NORSE	non	woods	420	woods	skoːɡr	woods:I	s k oː ɡ r		s k oː ɡ r	3	s k oː ɡ r	4	s k oː ɡ r	4	s k oː ɡ r	4	s k oː ɡ r	1
OLD_NORSE	non	breast	1402	breast	brjoːst	breast:C	b r j oː s t		b r j oː s t	2	b r j oː s t	5	b r j oː s t	1	b r j oː s t	test	b r j oː s t	test
OLD_NORSE	non	lie	1411	lie	ˈliɡːja	lie:A	ˈl i ɡː j a		ˈl i ɡː j a	3	ˈl i ɡː j a	test	ˈl i ɡː j a	test	ˈl i ɡː j a	5	ˈl i ɡː j a	1
OLD_NORSE	non	road	667	road	veɡr	road:B	v e ɡ r		v e ɡ r	2	v e ɡ r	3	v e ɡ r	1	v e ɡ r	5
OLD_NORSE	non	salt	1274	salt	salt	salt:B	s a l t		s a l t	test	s a l t	2	s a l t	1	s a l t	test	s a l t	2
OLD_NORSE	non	sea	1474	sea	sɛːr	sea:J	s ɛː r		s ɛː r	1	s ɛː r	5	s ɛː r	1	s ɛː r	5	s ɛː r	4
OLD_NORSE	non	long	1203	long	lanɣr	long:B	l a n ɣ r		l a n ɣ r	5	l a n ɣ r	2	l a n ɣ r	5	l a n ɣ r	2	l a n ɣ r	2
OLD_NORSE	non	they	817	they	θɛir	they:J	θ ɛ i r		θ ɛ i r	5	θ ɛ i r	1	θ ɛ i r	4	θ ɛ i r	test	θ ɛ i r	4
OLD_NORSE	non	child	2099	child	barn	child:K	b a r n		b a r n	4	b a r n	1	b a r n	1	b a r n	3	b a r n	test
OLD_NORSE	non	swim	1439	swim	ˈsvima	swim:B	ˈs v i m a		ˈs v i m a	4	ˈs v i m a	1	ˈs v i m a	5	ˈs v i m a	1	ˈs v i m a	3
OLD_NORSE	non	ear	1247	ear	ˈɛyra	ear:B	ˈɛ y r a		ˈɛ y r a	1	ˈɛ y r a	4	ˈɛ y r a	3	ˈɛ y r a	2	ˈɛ y r a	5
OLD_NORSE	non	fire	221	fire	eldr	fire:H	e l d r		e l d r	4	e l d r	3	e l d r	3	e l d r	1	e l d r	test
OLD_NORSE	non	see	1409	see	ˈseːa	see:B	ˈs eː a		ˈs eː a	3	ˈs eː a	5	ˈs eː a	3	ˈs eː a	test	ˈs eː a	test
OLD_NORSE	non	hold	1448	hold	ˈhalda	hold:A	ˈh a l d a		ˈh a l d a	1	ˈh a l d a	test	ˈh a l d a	4	ˈh a l d a	1	ˈh a l d a	test
OLD_NORSE	non	nose	1221	nose	nɔs	nose:B	n ɔ s		n ɔ s	2	n ɔ s	test	n ɔ s	1	n ɔ s	1
OLD_NORSE	non	near	1942	near	nɛr	near:B	n ɛ r		n ɛ r	2	n ɛ r	4	n ɛ r	2	n ɛ r	4
OLD_NORSE	non	guts	1991	guts	inːyfli	guts:K	i nː y f l i		i nː y f l i	4	i nː y f l i	4	i nː y f l i	1	i nː y f l i	test	i nː y f l i	4
OLD_NORSE	non	I	1209	I	ek	I:A	e k		e k	4	e k	test	e k	4	e k	3	e k	1
OLD_NORSE	non	vomit	1278	vomit	ˈspyːja	vomit:R	ˈs p yː j a		ˈs p yː j a	4	ˈs p yː j a	test	ˈs p yː j a	test	ˈs p yː j a	3
OLD_NORSE	non	left	244	left	ˈvinstri	left:K	ˈv i n s t r i		ˈv i n s t r i	1	ˈv i n s t r i	2	ˈv i n s t r i	2	ˈv i n s t r i	1	ˈv i n s t r i	test
OLD_NORSE	non	mountain	639	mountain	fjalː	mountain:P	f j a lː		f j a lː	test	f j a lː	test	f j a lː	2	f j a lː	5	f j a lː	1
OLD_NORSE	non	breathe	1407	breathe	ˈanda	breathe:O	ˈa n d a		ˈa n d a	2	ˈa n d a	2	ˈa n d a	1	ˈa n d a	test	ˈa n d a	5
OLD_NORSE	non	other	197	other	ˈanːarː	other:S	ˈa nː a rː		ˈa nː a rː	1	ˈa nː a rː	test	ˈa nː a rː	3	ˈa nː a rː	5	ˈa nː a rː	test
OLD_NORSE	non	wipe	1454	wipe	ˈθurka	wipe:H	ˈθ u r k a		ˈθ u r k a	4	ˈθ u r k a	test	ˈθ u r k a	3	ˈθ u r k a	test	ˈθ u r k a	1
OLD_NORSE	non	where	1237	where	ɣvar	where:B	ɣ v a r		ɣ v a r	5	ɣ v a r	4	ɣ v a r	4	ɣ v a r	1	ɣ v a r	5
OLD_NORSE	non	mother	1216	mother	ˈmoːðir	mother:A	ˈm oː ð i r		ˈm oː ð i r	3	ˈm oː ð i r	1	ˈm oː ð i r	1	ˈm oː ð i r	5	ˈm oː ð i r	3
OLD_NORSE	non	knee	1371	knee	kneː	knee:N	k n eː		k n eː	3	k n eː	4	k n eː	4	k n eː	test	k n eː	1
OLD_NORSE	non	blood	946	blood	bloːð	blood:B	b l oː ð		b l oː ð	3	b l oː ð	3	b l oː ð	2	b l oː ð	2	b l oː ð	5
OLD_NORSE	non	moon	1313	moon	ˈmaːni	moon:A	ˈm aː n i		ˈm aː n i	5	ˈm aː n i	test	ˈm aː n i	test
OLD_NORSE	non	man	1554	man	karl	man:H	k a r l		k a r l	5	k a r l	2	k a r l	test
OLD_NORSE	non	we	1212	we	veːr	we:A	v eː r		v eː r	test	v eː r	3	v eː r	test	v eː r	5	v eː r	5
OLD_NORSE	non	and	1577	and	ɔk	and:I	ɔ k		ɔ k	2	ɔ k	1	ɔ k	4	ɔ k	4	ɔ k	2
OLD_NORSE	non	mouth	674	mouth	munːr	mouth:B	m u nː r		m u nː r	5	m u nː r	test	m u nː r	test	m u nː r	5	m u nː r	1
OLD_NORSE	non	eat	1336	eat	ˈeta	eat:B	ˈe t a		ˈe t a	5	ˈe t a	5	ˈe t a	2	ˈe t a	3	ˈe t a	3
OLD_NORSE	non	skin	763	skin	skinː	skin:L	s k i nː		s k i nː	test	s k i nː	4	s k i nː	3	s k i nː	4
OLD_NORSE	non	dry	1398	dry	θurː	dry:D	θ u rː		θ u rː	4	θ u rː	5	θ u rː	2	θ u rː	test	θ u rː	test
OLD_NORSE	non	some	1241	some	ˈnokːurir	some:B	ˈn o kː u r i r		ˈn o kː u r i r	3	ˈn o kː u r i r	3	ˈn o kː u r i r	5	ˈn o kː u r i r	1	ˈn o kː u r i r	5
OLD_NORSE	non	heavy	1210	heavy	θunɣr	heavy:H	θ u n ɣ r		θ u n ɣ r	3	θ u n ɣ r	test	θ u n ɣ r	5	θ u n ɣ r	2	θ u n ɣ r	1
OLD_NORSE	non	white	1335	white	ɣviːtr	white:B	ɣ v iː t r		ɣ v iː t r	5	ɣ v iː t r	3	ɣ v iː t r	test	ɣ v iː t r	4	ɣ v iː t r	2
OLD_NORSE	non	play	1413	play	ˈlɛika	play:M	ˈl ɛ i k a		ˈl ɛ i k a	2	ˈl ɛ i k a	1	ˈl ɛ i k a	3	ˈl ɛ i k a	test	ˈl ɛ i k a	test
OLD_NORSE	non	bite	1403	bite	ˈbiːta	bite:B	ˈb iː t a		ˈb iː t a	4	ˈb iː t a	3	ˈb iː t a	1	ˈb iː t a	5	ˈb iː t a	2
OLD_NORSE	non	thin	1400	thin	ɡranːr	thin:U	ɡ r a nː r		ɡ r a nː r	2	ɡ r a nː r	4	ɡ r a nː r	4
OLD_NORSE	non	woman	962	woman	ˈkvenːˌmaðr	woman:D	ˈk v e nː ˌm a ð r		ˈk v e nː ˌm a ð r	test	ˈk v e nː ˌm a ð r	3	ˈk v e nː ˌm a ð r	3	ˈk v e nː ˌm a ð r	3	ˈk v e nː ˌm a ð r	3
OLD_NORSE	non	spit	1440	spit	ˈspyːta	spit:Ac	ˈs p yː t a		ˈs p yː t a	5	ˈs p yː t a	test	ˈs p yː t a	1	ˈs p yː t a	test	ˈs p yː t a	2
OLD_NORSE	non	this	1214	this	ˈθesːi	this:B	ˈθ e sː i		ˈθ e sː i	1	ˈθ e sː i	3	ˈθ e sː i	2	ˈθ e sː i	4	ˈθ e sː i	5
OLD_NORSE	non	hear	1408	hear	ˈhɛyra	hear:B	ˈh ɛ y r a		ˈh ɛ y r a	test	ˈh ɛ y r a	3	ˈh ɛ y r a	1	ˈh ɛ y r a	4	ˈh ɛ y r a	3
OLD_NORSE	non	one	1493	one	ɛinː	one:A	ɛ i nː		ɛ i nː	3	ɛ i nː	1	ɛ i nː	5	ɛ i nː	test	ɛ i nː	1
OLD_NORSE	non	sleep	1585	sleep	ˈsova	sleep:C	ˈs o v a		ˈs o v a	1	ˈs o v a	3	ˈs o v a	3	ˈs o v a	1	ˈs o v a	3
