language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes	parsed_tokens	split
DANISH	dan	tie	1094	tie	ˈb̥enə	tie:B	ˈb̥ e n ə			
DANISH	dan	tooth	1380	tooth	d̥ʰanˀ	tooth:B	d̥ʰ a nˀ			
DANISH	dan	sun	1343	sun	sol	sun:W	s o l			
DANISH	dan	wide	1243	wide	b̥ʁɛˀð	wide:I	b̥ ʁ ɛˀ ð			
DANISH	dan	husband	1200	husband	manˀ	husband:B	m a nˀ			
DANISH	dan	feather	1201	feather	fjeˀɐ̯	feather:A	f j eˀ ɐ̯			
DANISH	dan	who	1235	who	vɛmˀ	who:B	v ɛ mˀ			
DANISH	dan	cut	1432	cut	ˈsg̥ʰɛːʌ	cut:E	ˈs g̥ʰ ɛː ʌ			
DANISH	dan	three	492	three	d̥ʰʁɛˀ	three:A	d̥ʰ ʁ ɛˀ			
DANISH	dan	fat	1282	fat	fɛd̥	fat:B	f ɛ d̥			
DANISH	dan	freeze	1431	freeze	ˈfʁy:sə	freeze:B	ˈf ʁ y: s ə			
DANISH	dan	smoke	778	smoke	ʁʌjˀ	smoke:B	ʁ ʌ jˀ			
DANISH	dan	when	1238	when	vɒˈnɒˀ	when:A	v ɒ ˈn ɒˀ			
DANISH	dan	drink	1401	drink	dʁɛg̥ʰə	drink:B	d ʁ ɛ g̥ʰ ə			
DANISH	dan	he	1211	he	han	he:A	h a n			
DANISH	dan	five	493	five	fɛmˀ	five:O	f ɛ mˀ			
DANISH	dan	how	1239	how	vɒˈle:ðəs	how:B	v ɒ ˈl e: ð ə s			
DANISH	dan	old	1229	old	ˈg̥ɑməl	old:J	ˈg̥ ɑ m ə l			
DANISH	dan	night	1233	night	nad̥ʰ	night:B	n a d̥ʰ			
DANISH	dan	that	78	that	dɛn	that:B	d ɛ n			
DANISH	dan	here	136	here	hɛˀɐ̯	here:B	h ɛˀ ɐ̯			
DANISH	dan	star	1430	star	ˈsd̥ʰjæɐ̯nə	star:V	ˈs d̥ʰ j æ ɐ̯ n ə			
DANISH	dan	fog	249	fog	d̥ʰɔ:wə	fog:D	d̥ʰ ɔ: w ə			
DANISH	dan	hit	1433	hit	slɔˀ	hit:V	s l ɔˀ			
DANISH	dan	dig	1418	dig	ˈg̥ʁɑːvə	dig:N	ˈg̥ ʁ ɑː v ə			
DANISH	dan	there	1937	there	dɛɐ̯	there:B	d ɛ ɐ̯			
DANISH	dan	woods	420	woods	sg̥ɒwˀ	woods:I	s g̥ ɒ wˀ			
DANISH	dan	breast	1402	breast	ˈb̥ʁɶsd̥	breast:C	ˈb̥ ʁ ɶ s d̥			
DANISH	dan	lie	1411	lie	ˈleg̥ə	lie:A	ˈl e g̥ ə			
DANISH	dan	road	667	road	vɑjˀ	road:B	v ɑ jˀ			
DANISH	dan	salt	1274	salt	salˀd̥ʰ	salt:B	s a lˀ d̥ʰ			
DANISH	dan	sea	1474	sea	søˀ	sea:J	s øˀ			
DANISH	dan	long	1203	long	lɑŋˀ	long:B	l ɑ ŋˀ			
DANISH	dan	they	817	they	di	they:J	d i			
DANISH	dan	child	2099	child	b̥ɑˀn	child:K	b̥ ɑˀ n			
DANISH	dan	swim	1439	swim	ˈsvœmə	swim:B	ˈs v œ m ə			
DANISH	dan	ear	1247	ear	ˈø̞:ʌ	ear:B	ˈø̞: ʌ			
DANISH	dan	fire	221	fire	ilˀ	fire:H	i lˀ			
DANISH	dan	see	1409	see	seˀ	see:B	s eˀ			
DANISH	dan	hold	1448	hold	ˈhʌlə	hold:A	ˈh ʌ l ə			
DANISH	dan	nose	1221	nose	ˈnɛ:sə	nose:B	ˈn ɛ: s ə			
DANISH	dan	near	1942	near	nɛˀɐ̯	near:B	n ɛˀ ɐ̯			
DANISH	dan	guts	1991	guts	ˈenˌvʌlə	guts:K	ˈe n ˌv ʌ l ə			
DANISH	dan	I	1209	I	jɑj	I:A	j ɑ j			
DANISH	dan	left	244	left	ˈvɛnsd̥ʰʁʌ	left:K	ˈv ɛ n s d̥ʰ ʁ ʌ			
DANISH	dan	mountain	639	mountain	fjɛlˀ	mountain:P	f j ɛ lˀ			
DANISH	dan	breathe	1407	breathe	ˈʌnə	breathe:O	ˈʌ n ə			
DANISH	dan	other	197	other	ˈanən	other:S	ˈa n ə n			
DANISH	dan	wipe	1454	wipe	ˈd̥ʰɶɐ̯ʌ	wipe:H	ˈd̥ʰ ɶ ɐ̯ ʌ			
DANISH	dan	where	1237	where	vɒˀ	where:B	v ɒˀ			
DANISH	dan	mother	1216	mother	moɐ̯	mother:A	m o ɐ̯			
DANISH	dan	knee	1371	knee	knɛˀ	knee:N	k n ɛˀ			
DANISH	dan	blood	946	blood	b̥loˀð	blood:B	b̥ l oˀ ð			
DANISH	dan	moon	1313	moon	ˈmɔːnə	moon:A	ˈm ɔː n ə			
DANISH	dan	man	1554	man	manˀ	man:A	m a nˀ			
DANISH	dan	we	1212	we	viˀ	we:A	v iˀ			
DANISH	dan	and	1577	and	ɒw	and:I	ɒ w			
DANISH	dan	mouth	674	mouth	mɔnˀ	mouth:B	m ɔ nˀ			
DANISH	dan	eat	1336	eat	ˈɛːðə	eat:B	ˈɛː ð ə			
DANISH	dan	skin	763	skin	sɡ̊ʰenˀ	skin:L	s ɡ̊ʰ e nˀ			
DANISH	dan	dry	1398	dry	d̥ʰœˀɐ̯	dry:D	d̥ʰ œˀ ɐ̯			
DANISH	dan	some	1241	some	ˈnolə	some:B	ˈn o l ə			
DANISH	dan	heavy	1210	heavy	d̥ʰɔŋˀ	heavy:H	d̥ʰ ɔ ŋˀ			
DANISH	dan	white	1335	white	viðˀ	white:B	v i ðˀ			
DANISH	dan	play	1413	play	ˈlɑjə	play:M	ˈl ɑ j ə			
DANISH	dan	bite	1403	bite	ˈb̥iːðə	bite:B	ˈb̥ iː ð ə			
DANISH	dan	thin	1400	thin	d̥ʰønˀ	thin:B	d̥ʰ ø nˀ			
DANISH	dan	woman	962	woman	ˈg̥ʰvenə	woman:D	ˈg̥ʰ v e n ə			
DANISH	dan	spit	1440	spit	ˈsb̥_ød̥ʰə	spit:Ac	ˈs b̥ _ ø d̥ʰ ə			
DANISH	dan	this	1214	this	ˈd̥ɛnə	this:B	ˈd̥ ɛ n ə			
DANISH	dan	hear	1408	hear	ˈhø:ʌ	hear:B	ˈh ø: ʌ			
DANISH	dan	one	1493	one	eˀn	one:A	eˀ n			
DANISH	dan	sleep	1585	sleep	ˈsɒwə	sleep:C	ˈs ɒ w ə			
DANISH	dan	bad	1292	bad	ˈilə	bad:R	ˈi l ə			
DANISH	dan	good	1035	good	g̥oˀ	good:B	g̥ oˀ			
DANISH	dan	know	1410	know	ˈvi:ðə	know:F	ˈv i: ð ə			
DANISH	dan	rightside	1019	rightside	ˈhʌjʁʌ	rightside:M	ˈh ʌ j ʁ ʌ			
DANISH	dan	flower	239	flower	b̥lʌmˀsd̥ʰ	flower:B	b̥ l ʌ mˀ s d̥ʰ			
DANISH	dan	fruit	1507	fruit	fʁɔg̥d̥ʰ	fruit:B	f ʁ ɔ g̥ d̥ʰ			
DANISH	dan	rub	1449	rub	ˈg̥ni:ðə	rub:J	ˈg̥ n i: ð ə			
DANISH	dan	bark	1204	bark	b̥ɑːg̥ʰ	bark:G	b̥ ɑː g̥ʰ			
DANISH	dan	year	1226	year	ɒˀ	year:B	ɒˀ			
DANISH	dan	new	1231	new	nyˀ	new:A	n yˀ			
DANISH	dan	all	98	all	ˈalə	all:A	ˈa l ə			
DANISH	dan	laugh	1355	laugh	leˀ	laugh:B	l eˀ			
DANISH	dan	blow	175	blow	ˈb̥lɛːsə	blow:A	ˈb̥ l ɛː s ə			
DANISH	dan	bird	937	bird	fuˀl	bird:B	f uˀ l			
DANISH	dan	liver	1224	liver	ˈlewʌ	liver:B	ˈl e w ʌ			
DANISH	dan	small	1246	small	smɔˀ	small:K	s m ɔˀ			
DANISH	dan	wind	960	wind	venˀ	wind:B	v e nˀ			
DANISH	dan	full	1429	full	fulˀ	full:A	f u lˀ			
DANISH	dan	burn	2102	burn	ˈb̥ʁanə	burn:B	ˈb̥ ʁ a n ə			
DANISH	dan	smell	1586	smell	ˈlɔg̥d̥ʰə	smell:K	ˈl ɔ g̥ d̥ʰ ə			
DANISH	dan	meat	634	meat	ˈhulˀ	meat:H	ˈh u lˀ			
DANISH	dan	fingernail	1258	fingernail	nɑjˀl	fingernail:A	n ɑ jˀ l			
DANISH	dan	ashes	646	ashes	ˈasg̥ʰə	ashes:A	ˈa s g̥ʰ ə			
DANISH	dan	far	1406	far	fjɛɐ̯n	far:B	f j ɛ ɐ̯ n			
DANISH	dan	fall	1280	fall	ˈfalə	fall:B	ˈf a l ə			
DANISH	dan	rope	1218	rope	ʁɛˀb̥	rope:K	ʁ ɛˀ b̥			
DANISH	dan	dull	379	dull	slø̞wˀ	dull:A	s l ø̞ wˀ			
DANISH	dan	dirty	1230	dirty	ˈuˌʁɛˀn	dirty:Aa	ˈu ˌʁ ɛˀ n			
DANISH	dan	heart	1223	heart	ˈjɛɐ̯d̥ʰə	heart:J	ˈj ɛ ɐ̯ d̥ʰ ə			
DANISH	dan	belly	1251	belly	ˈmæːvə	belly:N	ˈm æː v ə			
DANISH	dan	sew	1457	sew	syˀ	sew:F	s yˀ			
DANISH	dan	wash	1453	wash	ˈvasg̥ʰə	wash:B	ˈv a s g̥ʰ ə			
DANISH	dan	sky	1732	sky	ˈheməl	sky:B	ˈh e m ə l			
DANISH	dan	hunt	1435	hunt	ˈjæ:jə	hunt:B	ˈj æ: j ə			
DANISH	dan	foot	1301	foot	foˀð	foot:B	f oˀ ð			
DANISH	dan	louse	1392	louse	luˀs	louse:B	l uˀ s			
DANISH	dan	father	1217	father	ˈfɛ:ðʌ	father:A	ˈf ɛ: ð ʌ			
